"","clust_ID","clust_freq"
"697","Prim1 Cluster_fam_1001",4
"698","Prim1 Cluster_fam_984",2
"699","Prim1 Cluster_fam_936",2
"700","Prim1 Cluster_fam_931",3
"701","Prim1 Cluster_fam_1014",2
"702","Prim1 Cluster_fam_949",2
"703","Prim1 Cluster_fam_978",2
"704","Prim1 Cluster_fam_994",2
"705","Prim1 Cluster_fam_938",3
"706","Prim1 Cluster_fam_963",3
"707","Prim1 Cluster_fam_946",2
"708","Prim1 Cluster_fam_961",2
"709","Prim1 Cluster_fam_972",2
"710","Prim1 Cluster_fam_968",2
"711","Prim1 Cluster_fam_990",2
"712","Prim1 Cluster_fam_999",4
"713","Prim1 Cluster_fam_939",2
"714","Prim1 Cluster_fam_1021",2
"715","Prim1 Cluster_fam_953",3
"716","Prim1 Cluster_fam_979",2
"717","Prim1 Cluster_fam_1011",4
"718","Prim1 Cluster_fam_951",4
"719","Prim1 Cluster_fam_976",2
"720","Prim1 Cluster_fam_1013",2
"721","Prim1 Cluster_fam_991",2
"722","Prim1 Cluster_fam_974",2
"723","Prim1 Cluster_fam_988",6
"724","Prim1 Cluster_fam_971",5
"725","Prim1 Cluster_fam_957",2
"726","Prim1 Cluster_fam_986",3
"727","Prim1 Cluster_fam_1022",2
"728","Prim1 Cluster_fam_975",6
"729","Prim1 Cluster_fam_952",4
"730","Prim1 Cluster_fam_962",4
"731","Prim1 Cluster_fam_965",4
"732","Prim1 Cluster_fam_958",3
"733","Prim1 Cluster_fam_993",3
"734","Prim1 Cluster_fam_992",4
"735","Prim1 Cluster_fam_1027",2
"736","Prim1 Cluster_fam_960",3
"737","Prim1 Cluster_fam_981",2
"738","Prim1 Cluster_fam_983",2
"739","Prim1 Cluster_fam_987",4
"740","Prim1 Cluster_fam_1017",3
"741","Prim1 Cluster_fam_985",3
"742","Prim1 Cluster_fam_964",4
"743","Prim1 Cluster_fam_1026",4
"744","Prim1 Cluster_fam_1025",4
"745","Prim1 Cluster_fam_1009",10
"746","Prim1 Cluster_fam_997",3
"747","Prim1 Cluster_fam_penta_01",2
"748","Prim1 Cluster_fam_996",4
"749","Prim1 Cluster_fam_980",2
"750","Prim1 Cluster_fam_1036",5
"751","Prim1 Cluster_fam_982",3
"752","Prim1 Cluster_fam_995",12
"753","Prim1 Cluster_fam_1048",3
"754","Prim1 Cluster_fam_1030",3
"755","Prim1 Cluster_fam_1042",2
"756","Prim1 Cluster_fam_1033",2
"757","Prim1 Cluster_fam_1008",3
"758","Prim1 Cluster_fam_998",2
"759","Prim1 Cluster_fam_1003",4
"760","Prim1 Cluster_fam_1010",3
"761","Prim1 Cluster_fam_1015",2
"762","Prim1 Cluster_fam_1024",4
"763","Prim1 Cluster_fam_1034",3
"764","Prim1 Cluster_fam_1012",4
"765","Prim1 Cluster_fam_1028",7
"766","Prim1 Cluster_fam_1056",2
"767","Prim1 Cluster_fam_1019",3
"768","Prim1 Cluster_fam_1004",3
"769","Prim1 Cluster_fam_1007",4
"770","Prim1 Cluster_fam_1006",3
"771","Prim1 Cluster_fam_1016",5
"772","Prim1 Cluster_fam_1046",2
"773","Prim1 Cluster_fam_1055",2
"774","Prim1 Cluster_fam_1059",2
"775","Prim1 Cluster_fam_1038",2
"776","Prim1 Cluster_fam_1032",3
"777","Prim1 Cluster_fam_1031",2
"778","Prim1 Cluster_fam_1039",3
"779","Prim1 Cluster_fam_1029",3
"780","Prim1 Cluster_fam_1041",4
"781","Prim1 Cluster_fam_1049",2
"782","Prim1 Cluster_fam_1040",3
"783","Prim1 Cluster_fam_1051",5
"784","Prim1 Cluster_fam_1079",2
"785","Prim1 Cluster_fam_1054",3
"786","Prim1 Cluster_fam_1052",3
"787","Prim1 Cluster_fam_1186",2
"788","Prim1 Cluster_fam_1050",4
"789","Prim1 Cluster_fam_1090",5
"790","Prim1 Cluster_fam_1057",4
"791","Prim1 Cluster_fam_1060",3
"792","Prim1 Cluster_fam_1091",3
"793","Prim1 Cluster_fam_1053",2
"794","Prim1 Cluster_fam_1063",2
"795","Prim1 Cluster_fam_1062",4
"796","Prim1 Cluster_fam_1082",3
"797","Prim1 Cluster_fam_1067",2
"798","Prim1 Cluster_fam_1070",5
"799","Prim1 Cluster_fam_1068",2
"800","Prim1 Cluster_fam_1064",2
"801","Prim1 Cluster_fam_1072",2
"802","Prim1 Cluster_fam_1098",4
"803","Prim1 Cluster_fam_1075",3
"804","Prim1 Cluster_fam_1073",3
"805","Prim1 Cluster_fam_1099",2
"806","Prim1 Cluster_fam_1065",2
"807","Prim1 Cluster_fam_1066",4
"808","Prim1 Cluster_fam_1081",3
"809","Prim1 Cluster_fam_1101",8
"810","Prim1 Cluster_fam_1076",2
"811","Prim1 Cluster_fam_1080",3
"812","Prim1 Cluster_fam_1114",2
"813","Prim1 Cluster_fam_1078",5
"814","Prim1 Cluster_fam_1109",2
"815","Prim1 Cluster_fam_1071",5
"816","Prim1 Cluster_fam_1077",2
"817","Prim1 Cluster_fam_1104",3
"818","Prim1 Cluster_fam_1074",6
"819","Prim1 Cluster_fam_1089",4
"820","Prim1 Cluster_fam_1127",2
"821","Prim1 Cluster_fam_1108",5
"822","Prim1 Cluster_fam_1088",2
"823","Prim1 Cluster_fam_1116",2
"824","Prim1 Cluster_fam_1087",3
"825","Prim1 Cluster_fam_1083",2
"826","Prim1 Cluster_fam_1128",3
"827","Prim1 Cluster_fam_1103",2
"828","Prim1 Cluster_fam_1084",2
"829","Prim1 Cluster_fam_1086",6
"830","Prim1 Cluster_fam_1096",2
"831","Prim1 Cluster_fam_1185",2
"832","Prim1 Cluster_fam_1092",3
"833","Prim1 Cluster_fam_1106",3
"834","Prim1 Cluster_fam_1094",9
"835","Prim1 Cluster_fam_1105",2
"836","Prim1 Cluster_fam_1085",5
"837","Prim1 Cluster_fam_1139",3
"838","Prim1 Cluster_fam_1102",4
"839","Prim1 Cluster_fam_1100",4
"840","Prim1 Cluster_fam_1107",3
"841","Prim1 Cluster_fam_1097",9
"842","Prim1 Cluster_fam_1140",3
"843","Prim1 Cluster_fam_1115",3
"844","Prim1 Cluster_fam_1131",3
"845","Prim1 Cluster_fam_1135",2
"846","Prim1 Cluster_fam_1134",3
"847","Prim1 Cluster_fam_1113",4
"848","Prim1 Cluster_fam_1110",2
"849","Prim1 Cluster_fam_1136",5
"850","Prim1 Cluster_fam_1145",2
"851","Prim1 Cluster_fam_1124",4
"852","Prim1 Cluster_fam_1130",2
"853","Prim1 Cluster_fam_1141",3
"854","Prim1 Cluster_fam_1111",2
"855","Prim1 Cluster_fam_1112",2
"856","Prim1 Cluster_fam_1123",5
"857","Prim1 Cluster_fam_1137",3
"858","Prim1 Cluster_fam_1125",3
"859","Prim1 Cluster_fam_1132",2
"860","Prim1 Cluster_fam_1138",2
"861","Prim1 Cluster_fam_1121",6
"862","Prim1 Cluster_fam_1151",5
"863","Prim1 Cluster_fam_1158",2
"864","Prim1 Cluster_fam_1159",2
"865","Prim1 Cluster_fam_1160",2
"866","Prim1 Cluster_fam_1133",3
"867","Prim1 Cluster_fam_1157",6
"868","Prim1 Cluster_fam_1143",2
"869","Prim1 Cluster_fam_1147",4
"870","Prim1 Cluster_fam_1150",4
"871","Prim1 Cluster_fam_1167",2
"872","Prim1 Cluster_fam_1154",2
"873","Prim1 Cluster_fam_1204",2
"874","Prim1 Cluster_fam_1148",3
"875","Prim1 Cluster_fam_1156",5
"876","Prim1 Cluster_fam_1144",2
"877","Prim1 Cluster_fam_1168",2
"878","Prim1 Cluster_fam_1152",7
"879","Prim1 Cluster_fam_1164",2
"880","Prim1 Cluster_fam_1153",4
"881","Prim1 Cluster_fam_1213",2
"882","Prim1 Cluster_fam_1161",8
"883","Prim1 Cluster_fam_1165",3
"884","Prim1 Cluster_fam_1178",4
"885","Prim1 Cluster_fam_1174",5
"886","Prim1 Cluster_fam_1180",2
"887","Prim1 Cluster_fam_1166",2
"888","Prim1 Cluster_fam_1176",4
"889","Prim1 Cluster_fam_1169",6
"890","Prim1 Cluster_fam_1170",3
"891","Prim1 Cluster_fam_1172",6
"892","Prim1 Cluster_fam_1171",2
"893","Prim1 Cluster_fam_1177",9
"894","Prim1 Cluster_fam_1173",3
"895","Prim1 Cluster_fam_1198",3
"896","Prim1 Cluster_fam_1175",3
"897","Prim1 Cluster_fam_1187",4
"898","Prim1 Cluster_fam_1181",8
"899","Prim1 Cluster_fam_1182",3
"900","Prim1 Cluster_fam_1183",6
"901","Prim1 Cluster_fam_1190",4
"902","Prim1 Cluster_fam_1184",2
"903","Prim1 Cluster_fam_1188",3
"904","Prim1 Cluster_fam_1203",3
"905","Prim1 Cluster_fam_1196",2
"906","Prim1 Cluster_fam_1208",3
"907","Prim1 Cluster_fam_1179",3
"908","Prim1 Cluster_fam_1200",2
"909","Prim1 Cluster_fam_1201",3
"910","Prim1 Cluster_fam_1209",4
"911","Prim1 Cluster_fam_1189",3
"912","Prim1 Cluster_fam_1211",2
"913","Prim1 Cluster_fam_1207",2
"914","Prim1 Cluster_fam_1212",2
"915","Prim1 Cluster_fam_1219",2
"916","Prim1 Cluster_fam_1210",2
"917","Prim1 Cluster_fam_1191",2
"918","Prim1 Cluster_fam_1192",3
"919","Prim1 Cluster_fam_1195",2
"920","Prim1 Cluster_fam_1193",4
"921","Prim1 Cluster_fam_1194",3
"922","Prim1 Cluster_fam_1197",5
"923","Prim1 Cluster_fam_1292",2
"924","Prim1 Cluster_fam_1199",4
"925","Prim1 Cluster_fam_1279",3
"926","Prim1 Cluster_fam_1220",3
"927","Prim1 Cluster_fam_1311",2
"928","Prim1 Cluster_fam_1206",4
"929","Prim1 Cluster_fam_1214",2
"930","Prim1 Cluster_fam_1215",2
"931","Prim1 Cluster_fam_1221",2
"932","Prim1 Cluster_fam_1225",3
"933","Prim1 Cluster_fam_1216",3
"934","Prim1 Cluster_fam_1228",3
"935","Prim1 Cluster_fam_1222",3
"936","Prim1 Cluster_fam_1229",3
"937","Prim1 Cluster_fam_1226",2
"938","Prim1 Cluster_fam_1233",6
"939","Prim1 Cluster_fam_1238",2
"940","Prim1 Cluster_fam_1223",3
"941","Prim1 Cluster_fam_1224",4
"942","Prim1 Cluster_fam_1227",5
"943","Prim1 Cluster_fam_1236",2
"944","Prim1 Cluster_fam_1232",7
"945","Prim1 Cluster_fam_1230",6
"946","Prim1 Cluster_fam_1231",4
"947","Prim1 Cluster_fam_1234",2
"948","Prim1 Cluster_fam_1235",3
"949","Prim1 Cluster_fam_1359",2
"950","Prim1 Cluster_fam_1240",2
"951","Prim1 Cluster_fam_1257",2
"952","Prim1 Cluster_fam_1237",2
"953","Prim1 Cluster_fam_1253",7
"954","Prim1 Cluster_fam_1247",2
"955","Prim1 Cluster_fam_1239",5
"956","Prim1 Cluster_fam_1242",2
"957","Prim1 Cluster_fam_1250",7
"958","Prim1 Cluster_fam_1252",13
"959","Prim1 Cluster_fam_1251",3
"960","Prim1 Cluster_fam_1264",6
"961","Prim1 Cluster_fam_1259",4
"962","Prim1 Cluster_fam_1262",3
"963","Prim1 Cluster_fam_1276",2
"964","Prim1 Cluster_fam_1254",5
"965","Prim1 Cluster_fam_1255",11
"966","Prim1 Cluster_fam_1256",4
"967","Prim1 Cluster_fam_1248",2
"968","Prim1 Cluster_fam_1245",4
"969","Prim1 Cluster_fam_1290",3
"970","Prim1 Cluster_fam_1249",2
"971","Prim1 Cluster_fam_1263",5
"972","Prim1 Cluster_fam_1291",4
"973","Prim1 Cluster_fam_1272",2
"974","Prim1 Cluster_fam_1271",2
"975","Prim1 Cluster_fam_1388",2
"976","Prim1 Cluster_fam_1261",5
"977","Prim1 Cluster_fam_1328",2
"978","Prim1 Cluster_fam_1267",5
"979","Prim1 Cluster_fam_1273",2
"980","Prim1 Cluster_fam_1286",3
"981","Prim1 Cluster_fam_1244",5
"982","Prim1 Cluster_fam_1246",3
"983","Prim1 Cluster_fam_1284",2
"984","Prim1 Cluster_fam_1275",3
"985","Prim1 Cluster_fam_1289",2
"986","Prim1 Cluster_fam_1283",6
"987","Prim1 Cluster_fam_1384",2
"988","Prim1 Cluster_fam_1269",5
"989","Prim1 Cluster_fam_1287",3
"990","Prim1 Cluster_fam_1258",2
"991","Prim1 Cluster_fam_1260",4
"992","Prim1 Cluster_fam_1285",6
"993","Prim1 Cluster_fam_1274",4
"994","Prim1 Cluster_fam_1281",4
"995","Prim1 Cluster_fam_1293",2
"996","Prim1 Cluster_fam_1268",4
"997","Prim1 Cluster_fam_1270",3
"998","Prim1 Cluster_fam_1266",2
"999","Prim1 Cluster_fam_1299",2
"1000","Prim1 Cluster_fam_1298",3
"1001","Prim1 Cluster_fam_1393",2
"1002","Prim1 Cluster_fam_1278",4
"1003","Prim1 Cluster_fam_1321",2
"1004","Prim1 Cluster_fam_1310",3
"1005","Prim1 Cluster_fam_1282",3
"1006","Prim1 Cluster_fam_1295",2
"1007","Prim1 Cluster_fam_1313",7
"1008","Prim1 Cluster_fam_1316",3
"1009","Prim1 Cluster_fam_1296",3
"1010","Prim1 Cluster_fam_1280",3
"1011","Prim1 Cluster_fam_1322",2
"1012","Prim1 Cluster_fam_1300",6
"1013","Prim1 Cluster_fam_1314",5
"1014","Prim1 Cluster_fam_1309",3
"1015","Prim1 Cluster_fam_1303",5
"1016","Prim1 Cluster_fam_1334",2
"1017","Prim1 Cluster_fam_1294",4
"1018","Prim1 Cluster_fam_1305",4
"1019","Prim1 Cluster_fam_1315",3
"1020","Prim1 Cluster_fam_1306",3
"1021","Prim1 Cluster_fam_1319",3
"1022","Prim1 Cluster_fam_1335",2
"1023","Prim1 Cluster_fam_1399",2
"1024","Prim1 Cluster_fam_1304",2
"1025","Prim1 Cluster_fam_1317",2
"1026","Prim1 Cluster_fam_1307",2
"1027","Prim1 Cluster_fam_1308",6
"1028","Prim1 Cluster_fam_1342",2
"1029","Prim1 Cluster_fam_1329",2
"1030","Prim1 Cluster_fam_1324",3
"1031","Prim1 Cluster_fam_1302",2
"1032","Prim1 Cluster_fam_1336",2
"1033","Prim1 Cluster_fam_1320",2
"1034","Prim1 Cluster_fam_1332",2
"1035","Prim1 Cluster_fam_1323",3
"1036","Prim1 Cluster_fam_1350",2
"1037","Prim1 Cluster_fam_1404",2
"1038","Prim1 Cluster_fam_1352",2
"1039","Prim1 Cluster_fam_1327",5
"1040","Prim1 Cluster_fam_1351",2
"1041","Prim1 Cluster_fam_1344",2
"1042","Prim1 Cluster_fam_1312",2
"1043","Prim1 Cluster_fam_1345",7
"1044","Prim1 Cluster_fam_1354",2
"1045","Prim1 Cluster_fam_1325",4
"1046","Prim1 Cluster_fam_1326",3
"1047","Prim1 Cluster_fam_1386",2
"1048","Prim1 Cluster_fam_1357",2
"1049","Prim1 Cluster_fam_1337",2
"1050","Prim1 Cluster_fam_1355",3
"1051","Prim1 Cluster_fam_1339",7
"1052","Prim1 Cluster_fam_1341",3
"1053","Prim1 Cluster_fam_1343",3
"1054","Prim1 Cluster_fam_1348",3
"1055","Prim1 Cluster_fam_1330",2
"1056","Prim1 Cluster_fam_1331",4
"1057","Prim1 Cluster_fam_1340",3
"1058","Prim1 Cluster_fam_1347",3
"1059","Prim1 Cluster_fam_1349",4
"1060","Prim1 Cluster_fam_1353",2
"1061","Prim1 Cluster_fam_1360",2
"1062","Prim1 Cluster_fam_1370",4
"1063","Prim1 Cluster_fam_1363",4
"1064","Prim1 Cluster_fam_1356",4
"1065","Prim1 Cluster_fam_1369",2
"1066","Prim1 Cluster_fam_1367",2
"1067","Prim1 Cluster_fam_1374",2
"1068","Prim1 Cluster_fam_1378",5
"1069","Prim1 Cluster_fam_1368",2
"1070","Prim1 Cluster_fam_1372",2
"1071","Prim1 Cluster_fam_1364",5
"1072","Prim1 Cluster_fam_1381",2
"1073","Prim1 Cluster_fam_1361",2
"1074","Prim1 Cluster_fam_1373",3
"1075","Prim1 Cluster_fam_1365",3
"1076","Prim1 Cluster_fam_1371",10
"1077","Prim1 Cluster_fam_1358",2
"1078","Prim1 Cluster_fam_1362",2
"1079","Prim1 Cluster_fam_1380",2
"1080","Prim1 Cluster_fam_1375",5
"1081","Prim1 Cluster_fam_1385",2
"1082","Prim1 Cluster_fam_1376",2
"1083","Prim1 Cluster_fam_1383",2
"1084","Prim1 Cluster_fam_1387",2
"1085","Prim1 Cluster_fam_1389",2
"1086","Prim1 Cluster_fam_1377",2
"1087","Prim1 Cluster_fam_1391",3
"1088","Prim1 Cluster_fam_1394",2
"1089","Prim1 Cluster_fam_1395",3
"1090","Prim1 Cluster_fam_1413",2
"1091","Prim1 Cluster_fam_1390",3
"1092","Prim1 Cluster_fam_1396",2
"1093","Prim1 Cluster_fam_1397",2
"1094","Prim1 Cluster_fam_1392",2
"1095","Prim1 Cluster_fam_1398",4
"1096","Prim1 Cluster_fam_1402",5
"1097","Prim1 Cluster_work_serv_fam_205",2
"1098","Prim1 Cluster_fam_1406",5
"1099","Prim1 Cluster_fam_1401",3
"1100","Prim1 Cluster_fam_1414",3
"1101","Prim1 Cluster_fam_1400",3
"1102","Prim1 Cluster_fam_1405",3
"1103","Prim1 Cluster_fam_1403",4
"1104","Prim1 Cluster_fam_1407",2
"1105","Prim1 Cluster_fam_1409",6
"1106","Prim1 Cluster_fam_1415",4
"1107","Prim1 Cluster_fam_1422",2
"1108","Prim1 Cluster_fam_1412",7
"1109","Prim1 Cluster_fam_1417",2
"1110","Prim1 Cluster_fam_1419",3
"1111","Prim1 Cluster_fam_1416",7
"1112","Prim1 Cluster_fam_1433",2
"1113","Prim1 Cluster_fam_1423",2
"1114","Prim1 Cluster_fam_1426",2
"1115","Prim1 Cluster_fam_1424",3
"1116","Prim1 Cluster_fam_1427",3
"1117","Prim1 Cluster_fam_1429",3
"1118","Prim1 Cluster_fam_1432",2
"1119","Prim1 Cluster_fam_1430",2
"1120","Prim1 Cluster_fam_1428",2
"1121","Prim1 Cluster_fam_1431",2
"1122","Prim1 Cluster_fam_1435",3
"1123","Prim1 Cluster_fam_1436",2
"1124","Prim1 Cluster_fam_1437",2
"1125","Prim1 Cluster_fam_1439",2
"1126","Prim1 Cluster_fam_1449",3
"1127","Prim1 Cluster_fam_1440",2
"1128","Prim1 Cluster_fam_1441",2
"1129","Prim1 Cluster_fam_1444",3
"1130","Prim1 Cluster_fam_1443",2
"1131","Prim1 Cluster_fam_1442",2
"1132","Prim1 Cluster_fam_1446",5
"1133","Prim1 Cluster_fam_1448",2
"1134","Prim1 Cluster_fam_1450",3
"1135","Prim1 Cluster_fam_1447",3
"1136","Prim1 Cluster_fam_1454",2
"1137","Prim1 Cluster_fam_1451",5
"1138","Prim1 Cluster_fam_1453",4
"1139","Prim1 Cluster_fam_1452",2
"1140","Prim1 Cluster_fam_1456",4
"1141","Prim1 Cluster_fam_1455",3
"1142","Prim1 Cluster_fam_1467",2
"1143","Prim1 Cluster_fam_1459",5
"1144","Prim1 Cluster_fam_1462",8
"1145","Prim1 Cluster_fam_1464",2
"1146","Prim1 Cluster_fam_1463",5
"1147","Prim1 Cluster_fam_1466",5
"1148","Prim1 Cluster_fam_1465",4
"1149","Prim1 Cluster_fam_1471",3
"1150","Prim1 Cluster_fam_1489",2
"1151","Prim1 Cluster_fam_1469",2
"1152","Prim1 Cluster_fam_1475",2
"1153","Prim1 Cluster_fam_1476",5
"1154","Prim1 Cluster_fam_1480",2
"1155","Prim1 Cluster_fam_1478",2
"1156","Prim1 Cluster_fam_1482",2
"1157","Prim1 Cluster_fam_1479",2
"1158","Prim1 Cluster_fam_1485",2
"1159","Prim1 Cluster_fam_1484",3
"1160","Prim1 Cluster_fam_1488",3
"1161","Prim1 Cluster_fam_1486",3
"1162","Prim1 Cluster_fam_1487",3
"1163","Prim1 Cluster_fam_1492",2
"1164","Prim1 Cluster_fam_1495",3
"1165","Prim1 Cluster_fam_1496",3
"1166","Prim1 Cluster_fam_1497",5
"1167","Prim1 Cluster_fam_1501",4
"1168","Prim1 Cluster_fam_1502",3
"1169","Prim1 Cluster_fam_1500",4
"1170","Prim1 Cluster_fam_1503",2
"1171","Prim1 Cluster_fam_1504",6
"1172","Prim1 Cluster_fam_1514",2
"1173","Prim1 Cluster_fam_1506",2
"1174","Prim1 Cluster_fam_1505",3
"1175","Prim1 Cluster_fam_1508",4
"1176","Prim1 Cluster_fam_1507",7
"1177","Prim1 Cluster_fam_1510",3
"1178","Prim1 Cluster_fam_1520",2
"1179","Prim1 Cluster_fam_1532",3
"1180","Prim1 Cluster_fam_1535",3
"1181","Prim2 Cluster_fam_contact_01",2
"1182","Prim2 Cluster_fam_150",2
"1183","Prim2 Cluster_fam_272",3
"1184","Prim2 Cluster_fam_617",3
"1185","Prim2 Cluster_fam_338",3
"1186","Prim2 Cluster_fam_315",3
"1187","Prim2 Cluster_fam_284",3
"1188","Prim2 Cluster_fam_290",2
"1189","Prim2 Cluster_fam_316",2
"1190","Prim2 Cluster_fam_412",2
"1191","Prim2 Cluster_fam_339",7
"1192","Prim2 Cluster_fam_305",2
"1193","Prim2 Cluster_fam_381",2
"1194","Prim2 Cluster_fam_650",5
"1195","Prim2 Cluster_fam_418",2
"1196","Prim2 Cluster_fam_425",4
"1197","Prim2 Cluster_fam_433",4
"1198","Prim2 Cluster_fam_392",4
"1199","Prim2 Cluster_fam_475",3
"1200","Prim2 Cluster_fam_467",3
"1201","Prim2 Cluster_fam_434",3
"1202","Prim2 Cluster_fam_492",6
"1203","Prim2 Cluster_fam_526",2
"1204","Prim2 Cluster_fam_560",4
"1205","Prim2 Cluster_fam_575",2
"1206","Prim2 Cluster_fam_588",4
"1207","Prim2 Cluster_fam_655",3
"1208","Prim2 Cluster_fam_634",4
"1209","Prim2 Cluster_fam_635",2
"1210","Prim2 Cluster_fam_633",2
"1211","Prim2 Cluster_fam_695",2
"1212","Prim2 Cluster_fam_697",3
"1213","Prim2 Cluster_fam_708",3
"1214","Prim2 Cluster_fam_744",2
"1215","Prim2 Cluster_fam_727",3
"1216","Prim2 Cluster_fam_743",2
"1217","Prim2 Cluster_fam_798",2
"1218","Prim2 Cluster_fam_731",2
"1219","Prim2 Cluster_fam_732",2
"1220","Prim2 Cluster_fam_741",2
"1221","Prim2 Cluster_fam_739",2
"1222","Prim2 Cluster_fam_747",4
"1223","Prim2 Cluster_fam_776",2
"1224","Prim2 Cluster_fam_778",2
"1225","Prim2 Cluster_fam_760",4
"1226","Prim2 Cluster_fam_777",4
"1227","Prim2 Cluster_fam_773",7
"1228","Prim2 Cluster_fam_788",3
"1229","Prim2 Cluster_fam_783",3
"1230","Prim2 Cluster_fam_786",2
"1231","Prim2 Cluster_fam_818",3
"1232","Prim2 Cluster_fam_810",3
"1233","Prim2 Cluster_fam_848",3
"1234","Prim2 Cluster_fam_886",6
"1235","Prim2 Cluster_fam_879",3
"1236","Prim2 Cluster_fam_829",3
"1237","Prim2 Cluster_fam_874",3
"1238","Prim2 Cluster_fam_893",2
"1239","Prim2 Cluster_fam_1000",2
"1240","Prim2 Cluster_fam_967",2
"1241","Prim2 Cluster_fam_966",3
"1242","Prim2 Cluster_fam_1045",3
"1243","Prim2 Cluster_fam_1037",4
"1244","Prim2 Cluster_fam_1058",2
"1245","Prim2 Cluster_fam_1061",2
"1246","Prim2 Cluster_fam_1118",3
"1247","Prim2 Cluster_fam_1120",2
"1248","Prim2 Cluster_fam_1142",7
"1249","Prim2 Cluster_fam_1149",3
"1250","Prim2 Cluster_fam_1146",4
"1251","Prim2 Cluster_fam_1205",2
"1252","Prim2 Cluster_fam_1217",2
"1253","Prim2 Cluster_fam_1241",2
"1254","Prim2 Cluster_fam_1243",3
"1255","Prim2 Cluster_fam_1297",2
"1256","Prim2 Cluster_fam_1333",4
"1257","Prim2 Cluster_fam_1346",4
"1258","Prim2 Cluster_fam_1421",4
"1259","Prim2 Cluster_fam_1434",2
"1260","Prim2 Cluster_fam_1438",3
"1261","Prim2 Cluster_fam_1445",3
"1262","Prim2 Cluster_fam_1457",2
"1263","Prim2 Cluster_fam_1474",3
"1264","Prim2 Cluster_fam_1483",3
"1265","Prim2 Cluster_fam_1509",2
"1266","Prim3 Cluster_fam_314",3
"1267","Prim3 Cluster_fam_247",4
"1268","Prim3 Cluster_fam_279",3
"1269","Prim3 Cluster_fam_452",2
"1270","Prim3 Cluster_fam_663",3
"1271","Prim3 Cluster_fam_726",3
"1272","Prim3 Cluster_fam_740",2
"1273","Prim3 Cluster_fam_748",2
"1274","Prim3 Cluster_fam_785",3
"1275","Prim3 Cluster_fam_846",2
"1276","Prim3 Cluster_fam_1472",2
"1277","Prim3 Cluster_fam_1473",3
"1278","Sec1 Cluster_sec_fam_001",2
"1279","Sec1 Cluster_sec_fam_007",2
"1280","Sec1 Cluster_sec_fam_003",2
"1281","Sec1 Cluster_sec_fam_004",3
"1282","Sec1 Cluster_sec_fam_002",3
"1283","Sec1 Cluster_sec_fam_005",2
"1284","Sec1 Cluster_sec_fam_008",2
"1285","Sec1 Cluster_sec_fam_028",2
"1286","Sec1 Cluster_sec_fam_012",2
"1287","Sec1 Cluster_sec_fam_009",3
"1288","Sec1 Cluster_sec_fam_018",2
"1289","Sec1 Cluster_sec_fam_020",2
"1290","Sec1 Cluster_sec_fam_022",3
"1291","Sec1 Cluster_sec_fam_023",2
"1292","Sec1 Cluster_sec_fam_013",2
"1293","Sec1 Cluster_sec_fam_026",2
"1294","Sec1 Cluster_sec_fam_015",4
"1295","Sec1 Cluster_sec_fam_016",3
"1296","Sec1 Cluster_sec_fam_017",2
"1297","Sec1 Cluster_sec_fam_019",2
"1298","Sec1 Cluster_sec_fam_024",2
"1299","Sec1 Cluster_sec_fam_025",2
"1300","Sec1 Cluster_sec_fam_027",3
"1301","Sec1 Cluster_sec_fam_030",2
"1302","Sec1 Cluster_sec_fam_029",3
"1303","Sec1 Cluster_sec_fam_034",2
"1304","Sec1 Cluster_sec_fam_036",2
"1305","Sec1 Cluster_sec_fam_032",3
"1306","Sec1 Cluster_sec_fam_051",3
"1307","Sec1 Cluster_sec_fam_056",3
"1308","Sec1 Cluster_sec_fam_038",3
"1309","Sec1 Cluster_sec_fam_035",4
"1310","Sec1 Cluster_sec_fam_039",4
"1311","Sec1 Cluster_sec_fam_047",2
"1312","Sec1 Cluster_sec_fam_046",3
"1313","Sec1 Cluster_sec_fam_043",2
"1314","Sec1 Cluster_sec_fam_041",5
"1315","Sec1 Cluster_sec_fam_066",2
"1316","Sec1 Cluster_sec_fam_048",3
"1317","Sec1 Cluster_sec_fam_044",5
"1318","Sec1 Cluster_sec_fam_042",3
"1319","Sec1 Cluster_sec_fam_050",5
"1320","Sec1 Cluster_sec_fam_045",2
"1321","Sec1 Cluster_sec_fam_058",3
"1322","Sec1 Cluster_sec_fam_057",2
"1323","Sec1 Cluster_sec_fam_070",2
"1324","Sec1 Cluster_sec_fam_061",3
"1325","Sec1 Cluster_sec_fam_088",5
"1326","Sec1 Cluster_sec_fam_063",2
"1327","Sec1 Cluster_sec_fam_064",2
"1328","Sec1 Cluster_sec_fam_062",4
"1329","Sec1 Cluster_sec_fam_052",2
"1330","Sec1 Cluster_sec_fam_065",2
"1331","Sec1 Cluster_sec_fam_054",4
"1332","Sec1 Cluster_sec_fam_059",5
"1333","Sec1 Cluster_sec_fam_055",2
"1334","Sec1 Cluster_sec_fam_060",2
"1335","Sec1 Cluster_sec_fam_073",2
"1336","Sec1 Cluster_sec_fam_068",4
"1337","Sec1 Cluster_sec_fam_090",4
"1338","Sec1 Cluster_sec_fam_076",2
"1339","Sec1 Cluster_sec_fam_071",4
"1340","Sec1 Cluster_sec_fam_080",2
"1341","Sec1 Cluster_sec_fam_075",5
"1342","Sec1 Cluster_sec_fam_074",2
"1343","Sec1 Cluster_sec_fam_069",3
"1344","Sec1 Cluster_sec_fam_085",2
