"","clustsize","category"
"1150",2,"All clusters"
"1151",2,"All clusters"
"1152",2,"All clusters"
"1153",5,"All clusters"
"1154",2,"All clusters"
"1155",2,"All clusters"
"1156",2,"All clusters"
"1157",2,"All clusters"
"1158",2,"All clusters"
"1159",3,"All clusters"
"1160",3,"All clusters"
"1161",3,"All clusters"
"1162",3,"All clusters"
"1163",2,"All clusters"
"1164",3,"All clusters"
"1165",3,"All clusters"
"1166",5,"All clusters"
"1167",4,"All clusters"
"1168",3,"All clusters"
"1169",4,"All clusters"
"1170",2,"All clusters"
"1171",6,"All clusters"
"1172",2,"All clusters"
"1173",2,"All clusters"
"1174",3,"All clusters"
"1175",4,"All clusters"
"1176",7,"All clusters"
"1177",3,"All clusters"
"1178",2,"All clusters"
"1179",3,"All clusters"
"1180",3,"All clusters"
"1181",2,"All clusters"
"1182",2,"All clusters"
"1183",3,"All clusters"
"1184",3,"All clusters"
"1185",3,"All clusters"
"1186",3,"All clusters"
"1187",3,"All clusters"
"1188",2,"All clusters"
"1189",2,"All clusters"
"1190",2,"All clusters"
"1191",7,"All clusters"
"1192",2,"All clusters"
"1193",2,"All clusters"
"1194",5,"All clusters"
"1195",2,"All clusters"
"1196",4,"All clusters"
"1197",4,"All clusters"
"1198",4,"All clusters"
"1199",3,"All clusters"
"1200",3,"All clusters"
"1201",3,"All clusters"
"1202",6,"All clusters"
"1203",2,"All clusters"
"1204",4,"All clusters"
"1205",2,"All clusters"
"1206",4,"All clusters"
"1207",3,"All clusters"
"1208",4,"All clusters"
"1209",2,"All clusters"
"1210",2,"All clusters"
"1211",2,"All clusters"
"1212",3,"All clusters"
"1213",3,"All clusters"
"1214",2,"All clusters"
"1215",3,"All clusters"
"1216",2,"All clusters"
"1217",2,"All clusters"
"1218",2,"All clusters"
"1219",2,"All clusters"
"1220",2,"All clusters"
"1221",2,"All clusters"
"1222",4,"All clusters"
"1223",2,"All clusters"
"1224",2,"All clusters"
"1225",4,"All clusters"
"1226",4,"All clusters"
"1227",7,"All clusters"
"1228",3,"All clusters"
"1229",3,"All clusters"
"1230",2,"All clusters"
"1231",3,"All clusters"
"1232",3,"All clusters"
"1233",3,"All clusters"
"1234",6,"All clusters"
"1235",3,"All clusters"
"1236",3,"All clusters"
"1237",3,"All clusters"
"1238",2,"All clusters"
"1239",2,"All clusters"
"1240",2,"All clusters"
"1241",3,"All clusters"
"1242",3,"All clusters"
"1243",4,"All clusters"
"1244",2,"All clusters"
"1245",2,"All clusters"
"1246",3,"All clusters"
"1247",2,"All clusters"
"1248",7,"All clusters"
"1249",3,"All clusters"
"1250",4,"All clusters"
"1251",2,"All clusters"
"1252",2,"All clusters"
"1253",2,"All clusters"
"1254",3,"All clusters"
"1255",2,"All clusters"
"1256",4,"All clusters"
"1257",4,"All clusters"
"1258",4,"All clusters"
"1259",2,"All clusters"
"1260",3,"All clusters"
"1261",3,"All clusters"
"1262",2,"All clusters"
"1263",3,"All clusters"
"1264",3,"All clusters"
"1265",2,"All clusters"
"1266",3,"All clusters"
"1267",4,"All clusters"
"1268",3,"All clusters"
"1269",2,"All clusters"
"1270",3,"All clusters"
"1271",3,"All clusters"
"1272",2,"All clusters"
"1273",2,"All clusters"
"1274",3,"All clusters"
"1275",2,"All clusters"
"1276",2,"All clusters"
"1277",3,"All clusters"
"1278",2,"All clusters"
"1279",2,"All clusters"
"1280",2,"All clusters"
"1281",3,"All clusters"
"1282",3,"All clusters"
"1283",2,"All clusters"
"1284",2,"All clusters"
"1285",2,"All clusters"
"1286",2,"All clusters"
"1287",3,"All clusters"
"1288",2,"All clusters"
"1289",2,"All clusters"
"1290",3,"All clusters"
"1291",2,"All clusters"
"1292",2,"All clusters"
"1293",2,"All clusters"
"1294",4,"All clusters"
"1295",3,"All clusters"
"1296",2,"All clusters"
"1297",2,"All clusters"
"1298",2,"All clusters"
"1299",2,"All clusters"
"1300",3,"All clusters"
"1301",2,"All clusters"
"1302",3,"All clusters"
"1303",2,"All clusters"
"1304",2,"All clusters"
"1305",3,"All clusters"
"1306",3,"All clusters"
"1307",3,"All clusters"
"1308",3,"All clusters"
"1309",4,"All clusters"
"1310",4,"All clusters"
"1311",2,"All clusters"
"1312",3,"All clusters"
"1313",2,"All clusters"
"1314",5,"All clusters"
"1315",2,"All clusters"
"1316",3,"All clusters"
"1317",5,"All clusters"
"1318",3,"All clusters"
"1319",5,"All clusters"
"1320",2,"All clusters"
"1321",3,"All clusters"
"1322",2,"All clusters"
"1323",2,"All clusters"
"1324",3,"All clusters"
"1325",5,"All clusters"
"1326",2,"All clusters"
"1327",2,"All clusters"
"1328",4,"All clusters"
"1329",2,"All clusters"
"1330",2,"All clusters"
"1331",4,"All clusters"
"1332",5,"All clusters"
"1333",2,"All clusters"
"1334",2,"All clusters"
"1335",2,"All clusters"
"1336",4,"All clusters"
"1337",4,"All clusters"
"1338",2,"All clusters"
"1339",4,"All clusters"
"1340",2,"All clusters"
"1341",5,"All clusters"
"1342",2,"All clusters"
"1343",3,"All clusters"
"1344",2,"All clusters"
"1345",5,"All clusters"
"1346",8,"All clusters"
"1347",2,"All clusters"
"1348",2,"All clusters"
"1349",3,"All clusters"
"1350",2,"All clusters"
"1351",3,"All clusters"
"1352",2,"All clusters"
"1353",2,"All clusters"
"1354",2,"All clusters"
"1355",3,"All clusters"
"1356",2,"All clusters"
"1357",2,"All clusters"
"1358",6,"All clusters"
"1359",5,"All clusters"
"1360",4,"All clusters"
"1361",3,"All clusters"
"1362",2,"All clusters"
"1363",7,"All clusters"
"1364",4,"All clusters"
"1365",2,"All clusters"
"1366",3,"All clusters"
"1367",2,"All clusters"
"1368",4,"All clusters"
"1369",4,"All clusters"
"1370",2,"All clusters"
"1371",3,"All clusters"
"1372",3,"All clusters"
"1373",2,"All clusters"
"1374",3,"All clusters"
"1375",3,"All clusters"
"1376",2,"All clusters"
"1377",2,"All clusters"
"1378",3,"All clusters"
"1379",2,"All clusters"
"1380",2,"All clusters"
"1381",2,"All clusters"
"1382",4,"All clusters"
"1383",2,"All clusters"
"1384",2,"All clusters"
"1385",2,"All clusters"
"1386",2,"All clusters"
"1387",4,"All clusters"
"1388",4,"All clusters"
"1389",2,"All clusters"
"1390",2,"All clusters"
"1391",2,"All clusters"
"1392",3,"All clusters"
"1393",2,"All clusters"
"1394",3,"All clusters"
"1395",2,"All clusters"
"1396",3,"All clusters"
"1397",2,"All clusters"
"1398",4,"All clusters"
"1399",2,"All clusters"
"1400",2,"All clusters"
"1401",4,"All clusters"
"1402",5,"All clusters"
"1403",4,"All clusters"
"1404",2,"All clusters"
"1405",3,"All clusters"
"1406",2,"All clusters"
"1407",2,"All clusters"
"1408",2,"All clusters"
"1409",2,"All clusters"
"1410",2,"All clusters"
"1411",2,"All clusters"
"1412",3,"All clusters"
"1413",2,"All clusters"
"1414",2,"All clusters"
"1415",2,"All clusters"
"1416",2,"All clusters"
"1417",4,"All clusters"
"1418",2,"All clusters"
"1419",2,"All clusters"
"1420",2,"All clusters"
"1421",3,"All clusters"
"1422",2,"All clusters"
"1423",2,"All clusters"
"1424",2,"All clusters"
"1425",2,"All clusters"
"1426",3,"All clusters"
"1427",2,"All clusters"
"1428",2,"All clusters"
"1429",2,"All clusters"
"1430",4,"All clusters"
"1431",4,"All clusters"
"1432",3,"All clusters"
"1433",2,"All clusters"
"1434",5,"All clusters"
"1435",2,"All clusters"
"1436",3,"All clusters"
"1437",4,"All clusters"
"1438",2,"All clusters"
"1439",3,"All clusters"
"1440",2,"All clusters"
"1441",3,"All clusters"
"1442",2,"All clusters"
"1443",3,"All clusters"
"1444",3,"All clusters"
"1445",4,"All clusters"
"1446",4,"All clusters"
"1447",2,"All clusters"
"1448",2,"All clusters"
"1449",2,"All clusters"
"1450",3,"All clusters"
"1451",2,"All clusters"
"1452",3,"All clusters"
"1453",3,"All clusters"
"1454",2,"All clusters"
"1455",2,"All clusters"
"1456",3,"All clusters"
"1457",4,"All clusters"
"1458",2,"All clusters"
"1459",5,"All clusters"
"1460",2,"All clusters"
"1461",3,"All clusters"
"1462",2,"All clusters"
"1463",2,"All clusters"
"1464",5,"All clusters"
"1465",2,"All clusters"
"1466",2,"All clusters"
"1467",3,"All clusters"
"1468",3,"All clusters"
"1469",2,"All clusters"
"1470",2,"All clusters"
"1471",2,"All clusters"
"1472",2,"All clusters"
"1473",3,"All clusters"
"1474",2,"All clusters"
"1475",3,"All clusters"
"1476",2,"All clusters"
"1477",2,"All clusters"
"1478",2,"All clusters"
"1479",5,"All clusters"
"1480",2,"All clusters"
"1481",2,"All clusters"
"1482",3,"All clusters"
"1483",2,"All clusters"
"1484",3,"All clusters"
"1485",3,"All clusters"
"1486",2,"All clusters"
"1487",2,"All clusters"
"1488",3,"All clusters"
"1489",2,"All clusters"
"1490",2,"All clusters"
"1491",2,"All clusters"
"1492",3,"All clusters"
"1493",3,"All clusters"
"1494",3,"All clusters"
"1495",2,"All clusters"
"1496",4,"All clusters"
"1497",2,"All clusters"
"1498",2,"All clusters"
"1499",2,"All clusters"
"1500",3,"All clusters"
"1501",2,"All clusters"
"1502",2,"All clusters"
"1503",3,"All clusters"
"1504",2,"All clusters"
"1505",7,"All clusters"
"1506",3,"All clusters"
"1507",2,"All clusters"
"1508",2,"All clusters"
"1509",2,"All clusters"
"1510",2,"All clusters"
"1511",2,"All clusters"
"1512",2,"All clusters"
"1513",2,"All clusters"
"1514",2,"All clusters"
"1515",2,"All clusters"
"1516",3,"All clusters"
"1517",4,"All clusters"
"1518",2,"All clusters"
"1519",2,"All clusters"
"1520",2,"All clusters"
"1521",2,"All clusters"
"1522",2,"All clusters"
"1523",3,"All clusters"
"1524",3,"All clusters"
"1525",2,"All clusters"
"1526",3,"All clusters"
"1527",4,"All clusters"
"1528",2,"All clusters"
"1529",5,"All clusters"
"1530",2,"All clusters"
"1531",2,"All clusters"
"1532",2,"All clusters"
"1533",2,"All clusters"
"1534",2,"All clusters"
"1535",2,"All clusters"
"1536",3,"All clusters"
"1537",2,"All clusters"
"1538",3,"All clusters"
"1539",3,"All clusters"
"1540",2,"All clusters"
"1541",2,"All clusters"
"1542",3,"All clusters"
"1543",2,"All clusters"
"1544",5,"All clusters"
"1545",2,"All clusters"
"1546",3,"All clusters"
"1547",2,"All clusters"
"1548",3,"All clusters"
"1549",2,"All clusters"
"1550",4,"All clusters"
"1551",14,"All clusters"
"1552",3,"All clusters"
"1553",4,"All clusters"
"1554",2,"All clusters"
"1555",11,"All clusters"
"1556",2,"All clusters"
"1557",2,"All clusters"
"1558",4,"All clusters"
"1559",2,"All clusters"
"1560",3,"All clusters"
"1561",2,"All clusters"
"1562",8,"All clusters"
"1563",4,"All clusters"
"1564",4,"All clusters"
"1565",5,"All clusters"
"1566",4,"All clusters"
"1567",3,"All clusters"
"1568",2,"All clusters"
"1569",2,"All clusters"
"1570",15,"All clusters"
"1571",3,"All clusters"
"1572",3,"All clusters"
"1573",3,"All clusters"
"1574",2,"All clusters"
"1575",2,"All clusters"
"1576",2,"All clusters"
"1577",2,"All clusters"
"1578",2,"All clusters"
"1579",6,"All clusters"
"1580",2,"All clusters"
"1581",3,"All clusters"
"1582",4,"All clusters"
"1583",3,"All clusters"
"1584",2,"All clusters"
"1585",3,"All clusters"
"1586",2,"All clusters"
"1587",3,"All clusters"
"1588",2,"All clusters"
"1589",2,"All clusters"
"1590",2,"All clusters"
"1591",3,"All clusters"
"1592",2,"All clusters"
"1593",2,"All clusters"
"1594",6,"All clusters"
"1595",2,"All clusters"
"1596",3,"All clusters"
"1597",4,"All clusters"
"1598",2,"All clusters"
"1599",3,"All clusters"
"1600",5,"All clusters"
"1601",2,"All clusters"
"1602",2,"All clusters"
"1603",6,"All clusters"
"1604",2,"All clusters"
"1605",5,"All clusters"
"1606",2,"All clusters"
"1607",3,"All clusters"
"1608",2,"All clusters"
"1609",3,"All clusters"
"1610",2,"All clusters"
"1611",4,"All clusters"
"1612",4,"All clusters"
"1613",2,"All clusters"
"1614",2,"All clusters"
"1615",3,"All clusters"
"1616",3,"All clusters"
"1617",2,"All clusters"
"1618",5,"All clusters"
"1619",5,"All clusters"
"1620",2,"All clusters"
"1621",2,"All clusters"
"1622",2,"All clusters"
"1623",2,"All clusters"
"1624",4,"All clusters"
"1625",3,"All clusters"
"1626",3,"All clusters"
"1627",4,"All clusters"
"1628",2,"All clusters"
"1629",5,"All clusters"
"1630",4,"All clusters"
"1631",2,"All clusters"
"1632",4,"All clusters"
"1633",3,"All clusters"
"1634",2,"All clusters"
"1635",3,"All clusters"
"1636",2,"All clusters"
"1637",2,"All clusters"
"1638",3,"All clusters"
"1639",2,"All clusters"
"1640",2,"All clusters"
"1641",2,"All clusters"
"1642",6,"All clusters"
"1643",2,"All clusters"
"1644",2,"All clusters"
"1645",3,"All clusters"
"1646",3,"All clusters"
"1647",4,"All clusters"
"1648",2,"All clusters"
"1649",3,"All clusters"
"1650",2,"All clusters"
"1651",2,"All clusters"
"1652",2,"All clusters"
"1653",3,"All clusters"
"1654",2,"All clusters"
"1655",2,"All clusters"
"1656",3,"All clusters"
"1657",6,"All clusters"
"1658",5,"All clusters"
"1659",2,"All clusters"
"1660",3,"All clusters"
"1661",3,"All clusters"
"1662",2,"All clusters"
"1663",5,"All clusters"
"1664",5,"All clusters"
"1665",4,"All clusters"
"1666",3,"All clusters"
"1667",2,"All clusters"
"1668",3,"All clusters"
"1669",4,"All clusters"
"1670",3,"All clusters"
"1671",2,"All clusters"
"1672",2,"All clusters"
"1673",2,"All clusters"
"1674",2,"All clusters"
"1675",3,"All clusters"
"1676",5,"All clusters"
"1677",2,"All clusters"
"1678",2,"All clusters"
"1679",2,"All clusters"
"1680",2,"All clusters"
"1681",2,"All clusters"
"1682",2,"All clusters"
"1683",3,"All clusters"
"1684",2,"All clusters"
"1685",2,"All clusters"
"1686",2,"All clusters"
"1687",2,"All clusters"
"1688",2,"All clusters"
"1689",2,"All clusters"
"1690",4,"All clusters"
"1691",2,"All clusters"
"1692",3,"All clusters"
"1693",4,"All clusters"
"1694",4,"All clusters"
"1695",3,"All clusters"
"1696",2,"All clusters"
"1697",2,"All clusters"
"1698",4,"All clusters"
"1699",2,"All clusters"
"1700",3,"All clusters"
"1701",2,"All clusters"
"1702",2,"All clusters"
"1703",2,"All clusters"
"1704",2,"All clusters"
"1705",2,"All clusters"
"1706",2,"All clusters"
"1707",3,"All clusters"
"1708",3,"All clusters"
"1709",3,"All clusters"
"1710",2,"All clusters"
"1711",2,"All clusters"
"1712",3,"All clusters"
"1713",3,"All clusters"
"1714",3,"All clusters"
"1715",2,"All clusters"
"1716",2,"All clusters"
"1717",2,"All clusters"
"1718",2,"All clusters"
"1719",2,"All clusters"
"1720",2,"All clusters"
"1721",3,"All clusters"
"1722",2,"All clusters"
"1723",3,"All clusters"
"1724",3,"All clusters"
"1725",4,"All clusters"
"1726",2,"All clusters"
"1727",2,"All clusters"
"1728",2,"All clusters"
"1729",2,"All clusters"
"1730",2,"All clusters"
"1731",2,"All clusters"
"1732",2,"All clusters"
"1733",3,"All clusters"
"1734",2,"All clusters"
"1735",2,"All clusters"
"1736",2,"All clusters"
"1737",2,"All clusters"
"1738",2,"All clusters"
"1739",2,"All clusters"
"1740",2,"All clusters"
"1741",2,"All clusters"
"1742",2,"All clusters"
"1743",3,"All clusters"
"1744",3,"All clusters"
"1745",3,"All clusters"
"1746",2,"All clusters"
"1747",3,"All clusters"
"1748",3,"All clusters"
"1749",2,"All clusters"
"1750",2,"All clusters"
"1751",3,"All clusters"
"1752",3,"All clusters"
"1753",4,"All clusters"
"1754",2,"All clusters"
"1755",2,"All clusters"
"1756",2,"All clusters"
"1757",3,"All clusters"
"1758",2,"All clusters"
"1759",2,"All clusters"
"1760",2,"All clusters"
"1761",2,"All clusters"
"1762",2,"All clusters"
"1763",6,"All clusters"
"1764",4,"All clusters"
"1765",2,"All clusters"
"1766",2,"All clusters"
"1767",3,"All clusters"
"1768",2,"All clusters"
"1769",2,"All clusters"
"1770",3,"All clusters"
"1771",2,"All clusters"
"1772",2,"All clusters"
"1773",2,"All clusters"
"1774",2,"All clusters"
"1775",5,"All clusters"
"1776",2,"All clusters"
"1777",44,"All clusters"
"1778",6,"All clusters"
"1779",10,"All clusters"
"1780",40,"All clusters"
"1781",2,"All clusters"
"1782",14,"All clusters"
"1783",6,"All clusters"
"1784",24,"All clusters"
"1785",4,"All clusters"
"1786",2,"All clusters"
"1787",2,"All clusters"
"1788",3,"All clusters"
"1789",2,"All clusters"
"1790",4,"All clusters"
"1791",4,"All clusters"
"1792",21,"All clusters"
"1793",19,"All clusters"
"1794",60,"All clusters"
"1795",3,"All clusters"
"1796",2,"All clusters"
"1797",6,"All clusters"
"1798",3,"All clusters"
"1799",3,"All clusters"
"1800",11,"All clusters"
"1801",2,"All clusters"
"1802",4,"All clusters"
"1803",5,"All clusters"
"1804",2,"All clusters"
"1805",2,"All clusters"
"1806",2,"All clusters"
"1807",3,"All clusters"
"1808",2,"All clusters"
"1809",2,"All clusters"
"1810",2,"All clusters"
"1811",2,"All clusters"
"1812",2,"All clusters"
"1813",2,"All clusters"
"1814",2,"All clusters"
"1815",5,"All clusters"
"1816",3,"All clusters"
"1817",4,"All clusters"
"1818",5,"All clusters"
"1819",3,"All clusters"
"1820",3,"All clusters"
"1821",2,"All clusters"
"1822",4,"All clusters"
"1823",2,"All clusters"
"1824",2,"All clusters"
"1825",2,"All clusters"
"1826",2,"All clusters"
"1827",2,"All clusters"
"1828",8,"All clusters"
"1829",2,"All clusters"
"1830",2,"All clusters"
"1831",6,"All clusters"
"1832",3,"All clusters"
"1833",2,"All clusters"
"1834",4,"All clusters"
"1835",2,"All clusters"
"1836",2,"All clusters"
"1837",2,"All clusters"
"1838",2,"All clusters"
"1839",2,"All clusters"
"1840",3,"All clusters"
"1841",3,"All clusters"
"1842",2,"All clusters"
"1843",4,"All clusters"
"1844",2,"All clusters"
"1845",2,"All clusters"
"1846",2,"All clusters"
"1847",3,"All clusters"
"1848",2,"All clusters"
"1849",6,"All clusters"
"1850",2,"All clusters"
"1851",3,"All clusters"
"1852",2,"All clusters"
"1853",2,"All clusters"
"1854",3,"All clusters"
"1855",5,"All clusters"
"1856",2,"All clusters"
"1857",3,"All clusters"
"1858",2,"All clusters"
"1859",2,"All clusters"
"1860",3,"All clusters"
"1861",2,"All clusters"
"1862",2,"All clusters"
"1863",3,"All clusters"
"1864",3,"All clusters"
"1865",2,"All clusters"
"1866",2,"All clusters"
"1867",2,"All clusters"
"1868",2,"All clusters"
"1869",2,"All clusters"
"1870",3,"All clusters"
"1871",2,"All clusters"
"1872",4,"All clusters"
"1873",2,"All clusters"
"1874",2,"All clusters"
"1875",2,"All clusters"
"1876",2,"All clusters"
"1877",4,"All clusters"
"1878",2,"All clusters"
"1879",2,"All clusters"
"1880",3,"All clusters"
"1881",2,"All clusters"
"1882",5,"All clusters"
"1883",4,"All clusters"
"1884",3,"All clusters"
"1885",2,"All clusters"
"1886",2,"All clusters"
"1887",2,"All clusters"
"1888",2,"All clusters"
"1889",2,"All clusters"
"1890",3,"All clusters"
"1891",2,"All clusters"
"1892",2,"All clusters"
"1893",2,"All clusters"
"1894",3,"All clusters"
"1895",14,"All clusters"
"1896",18,"All clusters"
"1897",5,"All clusters"
"1898",12,"All clusters"
"1899",2,"All clusters"
"1900",2,"All clusters"
"1901",3,"All clusters"
"1902",4,"All clusters"
"1903",9,"All clusters"
"1904",11,"All clusters"
"1905",7,"All clusters"
"1906",6,"All clusters"
"1907",2,"All clusters"
"1908",23,"All clusters"
"1909",9,"All clusters"
"1910",4,"All clusters"
"1911",3,"All clusters"
"1912",7,"All clusters"
"1913",32,"All clusters"
"1914",8,"All clusters"
"1915",18,"All clusters"
"1916",8,"All clusters"
"1917",5,"All clusters"
"1918",2,"All clusters"
"1919",2,"All clusters"
"1920",5,"All clusters"
"1921",3,"All clusters"
"1922",2,"All clusters"
"1923",2,"All clusters"
"1924",2,"All clusters"
"1925",2,"All clusters"
"1926",3,"All clusters"
"1927",2,"All clusters"
"1928",4,"All clusters"
"1929",2,"All clusters"
"1930",2,"All clusters"
"1931",2,"All clusters"
"1932",2,"All clusters"
"1933",5,"All clusters"
"1934",3,"All clusters"
"1935",2,"All clusters"
"1936",2,"All clusters"
"1937",2,"All clusters"
"1938",7,"All clusters"
"1939",2,"All clusters"
"1940",2,"All clusters"
"1941",2,"All clusters"
"1942",2,"All clusters"
"1943",4,"All clusters"
"1944",4,"All clusters"
"1945",3,"All clusters"
"1946",2,"All clusters"
"1947",3,"All clusters"
"1948",4,"All clusters"
"1949",2,"All clusters"
"1950",2,"All clusters"
"1951",2,"All clusters"
"1952",2,"All clusters"
"1953",2,"All clusters"
"1954",2,"All clusters"
"1955",2,"All clusters"
"1956",3,"All clusters"
"1957",2,"All clusters"
"1958",2,"All clusters"
"1959",2,"All clusters"
"1960",2,"All clusters"
"1961",2,"All clusters"
"1962",5,"All clusters"
"1963",2,"All clusters"
"1964",2,"All clusters"
"1965",2,"All clusters"
"1966",2,"All clusters"
"1967",2,"All clusters"
"1968",2,"All clusters"
"1969",2,"All clusters"
"1970",3,"All clusters"
"1971",2,"All clusters"
"1972",2,"All clusters"
"1973",10,"All clusters"
"1974",2,"All clusters"
"1975",28,"All clusters"
"1976",5,"All clusters"
"1977",2,"All clusters"
"1978",4,"All clusters"
"1979",2,"All clusters"
"1980",5,"All clusters"
"1981",3,"All clusters"
"1982",4,"All clusters"
"1983",2,"All clusters"
"1984",17,"All clusters"
"1985",21,"All clusters"
"1986",4,"All clusters"
"1987",2,"All clusters"
"1988",2,"All clusters"
"1989",7,"All clusters"
"1990",7,"All clusters"
"1991",2,"All clusters"
"1992",2,"All clusters"
"1993",2,"All clusters"
"1994",2,"All clusters"
"1995",2,"All clusters"
"1996",2,"All clusters"
"1997",2,"All clusters"
"1998",5,"All clusters"
"1999",2,"All clusters"
"2000",7,"All clusters"
"2001",3,"All clusters"
"2002",2,"All clusters"
"2003",3,"All clusters"
"2004",2,"All clusters"
"2005",3,"All clusters"
"2006",5,"All clusters"
"2007",4,"All clusters"
"2008",3,"All clusters"
"2009",4,"All clusters"
"2010",2,"All clusters"
"2011",63,"All clusters"
"2012",37,"All clusters"
"2013",21,"All clusters"
"2014",20,"All clusters"
"2015",16,"All clusters"
"2016",16,"All clusters"
"2017",12,"All clusters"
"2018",10,"All clusters"
"2019",10,"All clusters"
"2020",8,"All clusters"
"2021",7,"All clusters"
"2022",5,"All clusters"
"2023",5,"All clusters"
"2024",5,"All clusters"
"2025",4,"All clusters"
"2026",4,"All clusters"
"2027",4,"All clusters"
"2028",4,"All clusters"
"2029",4,"All clusters"
"2030",3,"All clusters"
"2031",3,"All clusters"
"2032",3,"All clusters"
"2033",3,"All clusters"
"2034",3,"All clusters"
"2035",3,"All clusters"
"2036",3,"All clusters"
"2037",3,"All clusters"
"2038",3,"All clusters"
"2039",3,"All clusters"
"2040",3,"All clusters"
"2041",3,"All clusters"
"2042",3,"All clusters"
"2043",3,"All clusters"
"2044",3,"All clusters"
"2045",3,"All clusters"
"2046",3,"All clusters"
"2047",3,"All clusters"
"2048",2,"All clusters"
"2049",2,"All clusters"
"2050",2,"All clusters"
"2051",2,"All clusters"
"2052",2,"All clusters"
"2053",2,"All clusters"
"2054",2,"All clusters"
"2055",2,"All clusters"
"2056",2,"All clusters"
"2057",2,"All clusters"
"2058",2,"All clusters"
"2059",2,"All clusters"
"2060",2,"All clusters"
"2061",2,"All clusters"
"2062",2,"All clusters"
"2063",2,"All clusters"
"2064",2,"All clusters"
"2065",2,"All clusters"
"2066",2,"All clusters"
"2067",2,"All clusters"
"2068",2,"All clusters"
"2069",2,"All clusters"
"2070",2,"All clusters"
"2071",2,"All clusters"
"2072",2,"All clusters"
"2073",2,"All clusters"
"2074",2,"All clusters"
"2075",2,"All clusters"
"2076",2,"All clusters"
"2077",2,"All clusters"
"2078",2,"All clusters"
"2079",3,"All clusters"
"2080",3,"All clusters"
"2081",3,"All clusters"
"2082",3,"All clusters"
"2083",3,"All clusters"
"2084",2,"All clusters"
"2085",2,"All clusters"
"2086",2,"All clusters"
"2087",2,"All clusters"
"2088",7,"All clusters"
"2089",6,"All clusters"
"2090",6,"All clusters"
"2091",5,"All clusters"
"2092",5,"All clusters"
"2093",4,"All clusters"
"2094",4,"All clusters"
"2095",4,"All clusters"
"2096",4,"All clusters"
"2097",4,"All clusters"
"2098",4,"All clusters"
"2099",4,"All clusters"
"2100",4,"All clusters"
"2101",4,"All clusters"
"2102",3,"All clusters"
"2103",3,"All clusters"
"2104",3,"All clusters"
"2105",3,"All clusters"
"2106",3,"All clusters"
"2107",3,"All clusters"
"2108",3,"All clusters"
"2109",3,"All clusters"
"2110",3,"All clusters"
"2111",3,"All clusters"
"2112",3,"All clusters"
"2113",3,"All clusters"
"2114",3,"All clusters"
"2115",3,"All clusters"
"2116",3,"All clusters"
"2117",2,"All clusters"
"2118",2,"All clusters"
"2119",2,"All clusters"
"2120",2,"All clusters"
"2121",2,"All clusters"
"2122",2,"All clusters"
"2123",2,"All clusters"
"2124",2,"All clusters"
"2125",2,"All clusters"
"2126",2,"All clusters"
"2127",2,"All clusters"
"2128",2,"All clusters"
"2129",2,"All clusters"
"2130",2,"All clusters"
"2131",2,"All clusters"
"2132",2,"All clusters"
"2133",2,"All clusters"
"2134",2,"All clusters"
"2135",2,"All clusters"
"2136",2,"All clusters"
"2137",2,"All clusters"
"2138",2,"All clusters"
"2139",2,"All clusters"
"2140",2,"All clusters"
"2141",2,"All clusters"
"2142",2,"All clusters"
"2143",2,"All clusters"
"2144",2,"All clusters"
"2145",2,"All clusters"
"2146",2,"All clusters"
"2147",2,"All clusters"
"2148",2,"All clusters"
"2149",2,"All clusters"
"2150",2,"All clusters"
"2151",2,"All clusters"
"2152",2,"All clusters"
"2153",2,"All clusters"
"2154",2,"All clusters"
"2155",2,"All clusters"
"2156",2,"All clusters"
"2157",2,"All clusters"
"2158",2,"All clusters"
"2159",2,"All clusters"
"2160",2,"All clusters"
"2161",2,"All clusters"
"2162",2,"All clusters"
"2163",2,"All clusters"
"2164",395,"All clusters"
"2165",102,"All clusters"
"2166",72,"All clusters"
"2167",14,"All clusters"
"2168",9,"All clusters"
"2169",8,"All clusters"
"2170",7,"All clusters"
"2171",7,"All clusters"
"2172",6,"All clusters"
"2173",6,"All clusters"
"2174",5,"All clusters"
"2175",5,"All clusters"
"2176",5,"All clusters"
"2177",4,"All clusters"
"2178",4,"All clusters"
"2179",3,"All clusters"
"2180",3,"All clusters"
"2181",3,"All clusters"
"2182",2,"All clusters"
"2183",2,"All clusters"
"2184",2,"All clusters"
"2185",2,"All clusters"
"2186",2,"All clusters"
"2187",2,"All clusters"
"2188",2,"All clusters"
"2189",2,"All clusters"
"2190",2,"All clusters"
"2191",2,"All clusters"
"2192",2,"All clusters"
"2193",2,"All clusters"
"2194",2,"All clusters"
"2195",2,"All clusters"
"2196",2,"All clusters"
"2197",46,"All clusters"
"2198",15,"All clusters"
"2199",4,"All clusters"
"2200",4,"All clusters"
"2201",3,"All clusters"
"2202",3,"All clusters"
"2203",3,"All clusters"
"2204",3,"All clusters"
"2205",3,"All clusters"
"2206",2,"All clusters"
"2207",2,"All clusters"
"2208",2,"All clusters"
"2209",2,"All clusters"
"2210",2,"All clusters"
"2211",2,"All clusters"
"2212",2,"All clusters"
"2213",2,"All clusters"
"2214",3,"All clusters"
"2215",1,"All clusters"
"2216",1,"All clusters"
"2217",1,"All clusters"
"2218",1,"All clusters"
"2219",1,"All clusters"
"2220",1,"All clusters"
"2221",1,"All clusters"
"2222",1,"All clusters"
"2223",1,"All clusters"
"2224",1,"All clusters"
"2225",1,"All clusters"
